age,anxiety,confidence,datetime,ethnicity,gender,identification,logfile,meeting,response_time,subject_nr,suspicion,exclusions,event,suspect,target,condition,decision,age_category,anxiety.new,confidence.new,date,week,target_name,shown_name,accuracy,choosing,decision_evaluation
66 - 70,1 Not at all anxious,1 Not at all confident,03/18/17 12:28:50,White,Woman,"YES, I believe that was the person",C:/Users/Laptop10/Desktop/SuperSaturday/subject-87.csv,"NO, I have not met this person before",54490,87,"NO, I did not suspect that I may be asked to identify this person later",keep,6,1,present,video,identification,old,1,1,Mar-18,6,g,g,correct,chooser,hit
15 - 20,no,4,03/18/17 13:06:42,White,Woman,"YES, I believe that was the person",C:/Users/Laptop10/Desktop/SuperSaturday/subject-88.csv,"NO, I have not met this person before",38321,88,"YES, I suspected that I may be asked to identify this person later",keep,7,1,present,video,identification,young,NA,4,Mar-18,6,g,g,correct,chooser,hit
56 - 60,2,5,03/18/17 13:26:00,White,Man,I DON'T KNOW,C:/Users/Laptop10/Desktop/SuperSaturday/subject-90.csv,"NO, I have not met this person before",25136,90,"NO, I did not suspect that I may be asked to identify this person later",keep,7,3,absent,video,dk,old,2,5,Mar-18,6,g,f,incorrect,non-chooser,correct.rejection
46 - 50,2,7 Very confident,03/18/17 14:11:26,White,Woman,"NO, I do not believe that was the person",C:/Users/Laptop10/Desktop/SuperSaturday/subject-92.csv,"NO, I have not met this person before",10682,92,"NO, I did not suspect that I may be asked to identify this person later",keep,8,3,absent,video,rejection,old,2,7,Mar-18,6,g,f,correct,non-chooser,correct.rejection
46 - 50,5,6,03/18/17 14:18:22,White,Man,"YES, I believe that was the person",C:/Users/Laptop10/Desktop/SuperSaturday/subject-93.csv,"NO, I have not met this person before",34379,93,"NO, I did not suspect that I may be asked to identify this person later",keep,8,1,present,video,identification,old,5,6,Mar-18,6,g,g,correct,chooser,hit
51 - 55,1 Not at all anxious,4,03/18/17 14:25:51,White,Man,I DON'T KNOW,C:/Users/Laptop10/Desktop/SuperSaturday/subject-94.csv,"NO, I have not met this person before",12409,94,"YES, I suspected that I may be asked to identify this person later",keep,8,2,absent,video,dk,old,1,4,Mar-18,6,g,h,incorrect,non-chooser,correct.rejection
15 - 20,1 Not at all anxious,5,03/18/17 15:13:56,White,Woman,"NO, I do not believe that was the person",C:/Users/Laptop10/Desktop/SuperSaturday/subject-95.csv,"NO, I have not met this person before",19473,95,"NO, I did not suspect that I may be asked to identify this person later",keep,9,3,absent,video,rejection,young,1,5,Mar-18,6,g,f,correct,non-chooser,correct.rejection
66 - 70,6,4,03/22/17 15:02:14,White,Man,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-100.csv,"NO, I have not met this person before",64081,100,"NO, I did not suspect that I may be asked to identify this person later",keep,11,1,present,video,identification,old,6,4,Mar-22,7,h,h,correct,chooser,hit
15 - 20,1 Not at all anxious,6,03/22/17 15:09:56,White,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-101.csv,"NO, I have not met this person before",16749,101,"NO, I did not suspect that I may be asked to identify this person later",keep,11,1,present,video,identification,young,1,6,Mar-22,7,h,h,correct,chooser,hit
61 - 65,3,4,03/22/17 15:32:20,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-102.csv,"NO, I have not met this person before",59931,102,"YES, I suspected that I may be asked to identify this person later",keep,11,1,present,video,rejection,old,3,4,Mar-22,7,h,h,incorrect,non-chooser,miss
15 - 20,1 Not at all anxious,6,03/22/17 15:45:47,White,Other,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-103.csv,"NO, I have not met this person before",18468,103,"YES, I suspected that I may be asked to identify this person later",keep,11,3,absent,video,rejection,young,1,6,Mar-22,7,h,f,correct,non-chooser,correct.rejection
15 - 20,4,3,03/22/17 14:34:21,White,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-96.csv,"NO, I have not met this person before",21200,96,"YES, I suspected that I may be asked to identify this person later",keep,11,1,present,video,identification,young,4,3,Mar-22,7,h,h,correct,chooser,hit
46 - 50,2,5,03/22/17 14:40:27,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-97.csv,"NO, I have not met this person before",26448,97,"NO, I did not suspect that I may be asked to identify this person later",keep,11,3,absent,video,rejection,old,2,5,Mar-22,7,h,f,correct,non-chooser,correct.rejection
46 - 50,3,5,03/22/17 14:47:37,White,Man,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-98.csv,"NO, I have not met this person before",31282,98,"NO, I did not suspect that I may be asked to identify this person later",keep,11,1,present,video,identification,old,3,5,Mar-22,7,h,h,correct,chooser,hit
51 - 55,5,7 Very confident,03/22/17 14:56:04,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-99.csv,"NO, I have not met this person before",40066,99,"YES, I suspected that I may be asked to identify this person later",keep,11,3,absent,video,rejection,old,5,7,Mar-22,7,h,f,correct,non-chooser,correct.rejection
15 - 20,1 Not at all anxious,5,03/24/17 10:54:12,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-104.csv,"NO, I have not met this person before",46890,104,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,video,rejection,young,1,5,Mar-24,8,i,i,incorrect,non-chooser,miss
15 - 20,3,5,03/24/17 10:59:23,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-105.csv,"NO, I have not met this person before",21653,105,"NO, I did not suspect that I may be asked to identify this person later",keep,12,3,absent,video,rejection,young,3,5,Mar-24,8,i,f,correct,non-chooser,correct.rejection
15 - 20,2,5,03/24/17 11:05:13,White,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-106.csv,"NO, I have not met this person before",9894,106,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,video,identification,young,2,5,Mar-24,8,i,i,correct,chooser,hit
15 - 20,4,6,03/24/17 11:09:26,White,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-107.csv,"NO, I have not met this person before",20917,107,"YES, I suspected that I may be asked to identify this person later",keep,12,1,present,video,identification,young,4,6,Mar-24,8,i,i,correct,chooser,hit
15 - 20,1 Not at all anxious,7 Very confident,03/24/17 11:13:40,Mixed,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-108.csv,"NO, I have not met this person before",25697,108,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,video,identification,young,1,7,Mar-24,8,i,i,correct,chooser,hit
15 - 20,2,6,03/24/17 11:18:30,Black,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-109.csv,"NO, I have not met this person before",26742,109,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,video,identification,young,2,6,Mar-24,8,i,i,correct,chooser,hit
61 - 65,1 Not at all anxious,6,03/24/17 11:27:07,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-117.csv,"NO, I have not met this person before",18560,117,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,video,rejection,old,1,6,Mar-24,8,i,i,incorrect,non-chooser,miss
46 - 50,2,6,10/07/2017 10:38,White,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-500.csv,"NO, I have not met this person before",19525,500,"YES, I suspected that I may be asked to identify this person later",keep,13,2,absent,video,identification,old,2,6,10-Jul,9,j,k,incorrect,chooser,false.alarm
46 - 50,1 Not at all anxious,7 Very confident,10/07/2017 10:42,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-501.csv,"NO, I have not met this person before",44780,501,"YES, I suspected that I may be asked to identify this person later",keep,13,1,present,video,rejection,old,1,7,10-Jul,9,j,j,incorrect,non-chooser,miss
51 - 55,2,7 Very confident,10/07/2017 10:46,White,Man,I DON'T KNOW,C:/Users/standalone/Desktop/Saturday 0710/subject-502.csv,"NO, I have not met this person before",29322,502,"NO, I did not suspect that I may be asked to identify this person later",keep,13,2,absent,video,dk,old,2,7,10-Jul,9,j,k,incorrect,non-chooser,correct.rejection
21 - 25,2,5,10/07/2017 10:51,Asian,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-503.csv,"NO, I have not met this person before",41125,503,"NO, I did not suspect that I may be asked to identify this person later",keep,13,2,absent,video,identification,young,2,5,10-Jul,9,j,k,incorrect,chooser,false.alarm
46 - 50,1 Not at all anxious,7 Very confident,10/07/2017 11:45,Other,Man,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-504.csv,"NO, I have not met this person before",32923,504,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,video,identification,old,1,7,10-Jul,9,l,l,correct,chooser,hit
15 - 20,2,5,10/07/2017 11:48,White,Prefer not to say,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-505.csv,"NO, I have not met this person before",19769,505,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,video,rejection,young,2,5,10-Jul,9,l,k,correct,non-chooser,correct.rejection
46 - 50,2,7 Very confident,10/07/2017 11:54,White,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-506.csv,"NO, I have not met this person before",15319,506,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,video,identification,old,2,7,10-Jul,9,l,l,correct,chooser,hit
15 - 20,2,5,10/07/2017 12:00,White,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-507.csv,"NO, I have not met this person before",30889,507,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,video,identification,young,2,5,10-Jul,9,l,l,correct,chooser,hit
51 - 55,2,6,10/07/2017 12:05,Asian,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-508.csv,"NO, I have not met this person before",33340,508,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,video,rejection,old,2,6,10-Jul,9,l,k,correct,non-chooser,correct.rejection
21 - 25,2,6,10/07/2017 13:33,White,Man,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-509.csv,"NO, I have not met this person before",19817,509,"NO, I did not suspect that I may be asked to identify this person later",keep,15,1,present,video,identification,young,2,6,10-Jul,9,j,j,correct,chooser,hit
46 - 50,1 Not at all anxious,6,10/07/2017 13:37,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-510.csv,"NO, I have not met this person before",22238,510,"NO, I did not suspect that I may be asked to identify this person later",keep,15,2,absent,video,rejection,old,1,6,10-Jul,9,j,k,correct,non-chooser,correct.rejection
15 - 20,4,6,10/07/2017 13:48,Asian,Man,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-511.csv,"NO, I have not met this person before",26990,511,"YES, I suspected that I may be asked to identify this person later",keep,15,2,absent,video,identification,young,4,6,10-Jul,9,j,k,incorrect,chooser,false.alarm
15 - 20,4,4,10/07/2017 13:54,White,Woman,I DON'T KNOW,C:/Users/standalone/Desktop/Saturday 0710/subject-512.csv,"NO, I have not met this person before",37564,512,"NO, I did not suspect that I may be asked to identify this person later",keep,15,1,present,video,dk,young,4,4,10-Jul,9,j,j,incorrect,non-chooser,miss
66 - 70,1 Not at all anxious,4,10/07/2017 14:28,Mixed,Woman,I DON'T KNOW,C:/Users/standalone/Desktop/Saturday 0710/subject-513.csv,"NO, I have not met this person before",151027,513,"NO, I did not suspect that I may be asked to identify this person later",keep,16,2,absent,video,dk,old,1,4,10-Jul,9,l,k,incorrect,non-chooser,correct.rejection
15 - 20,5,2,10/07/2017 10:37,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-536.csv,"NO, I have not met this person before",33047,536,"NO, I did not suspect that I may be asked to identify this person later",keep,13,2,absent,video,rejection,young,5,2,10-Jul,9,j,k,correct,non-chooser,correct.rejection
15 - 20,3,4,10/07/2017 10:42,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-537.csv,"NO, I have not met this person before",25987,537,"YES, I suspected that I may be asked to identify this person later",keep,13,2,absent,video,rejection,young,3,4,10-Jul,9,j,k,correct,non-chooser,correct.rejection
46 - 50,2,5,10/07/2017 10:46,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-538.csv,"NO, I have not met this person before",21975,538,"YES, I suspected that I may be asked to identify this person later",keep,13,1,present,video,rejection,old,2,5,10-Jul,9,j,j,incorrect,non-chooser,miss
26 - 30,1 Not at all anxious,7 Very confident,10/07/2017 10:52,Asian,Man,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-539.csv,"NO, I have not met this person before",4411,539,"NO, I did not suspect that I may be asked to identify this person later",keep,13,1,present,video,identification,young,1,7,10-Jul,9,j,j,correct,chooser,hit
56 - 60,1 Not at all anxious,7 Very confident,10/07/2017 10:55,Asian,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-540.csv,"NO, I have not met this person before",67549,540,"NO, I did not suspect that I may be asked to identify this person later",keep,13,2,absent,video,rejection,old,1,7,10-Jul,9,j,k,correct,non-chooser,correct.rejection
46 - 50,no,6,10/07/2017 11:42,White,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-541.csv,"NO, I have not met this person before",21910,541,"YES, I suspected that I may be asked to identify this person later",keep,14,3,present,video,identification,old,NA,6,10-Jul,9,l,l,correct,chooser,hit
51 - 55,3,7 Very confident,10/07/2017 11:47,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-542.csv,"NO, I have not met this person before",37303,542,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,video,rejection,old,3,7,10-Jul,9,l,l,incorrect,non-chooser,miss
46 - 50,1 Not at all anxious,7 Very confident,10/07/2017 11:52,White,Woman,I DON'T KNOW,C:/Users/standalone/Desktop/Saturday 0710/subject-543.csv,"NO, I have not met this person before",30606,543,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,video,dk,old,1,7,10-Jul,9,l,k,incorrect,non-chooser,correct.rejection
46 - 50,1 Not at all anxious,6,10/07/2017 11:56,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-544.csv,"NO, I have not met this person before",44830,544,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,video,rejection,old,1,6,10-Jul,9,l,k,correct,non-chooser,correct.rejection
15 - 20,3,5,10/07/2017 12:02,White,Woman,I DON'T KNOW,C:/Users/standalone/Desktop/Saturday 0710/subject-545.csv,"NO, I have not met this person before",39978,545,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,video,dk,young,3,5,10-Jul,9,l,l,incorrect,non-chooser,miss
46 - 50,no,7 Very confident,10/07/2017 13:33,White,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-546.csv,"NO, I have not met this person before",25787,546,"YES, I suspected that I may be asked to identify this person later",keep,15,1,present,video,identification,old,NA,7,10-Jul,9,j,j,correct,chooser,hit
46 - 50,4,5,10/07/2017 13:50,White,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-547.csv,"NO, I have not met this person before",53885,547,"NO, I did not suspect that I may be asked to identify this person later",keep,15,2,absent,video,identification,old,4,5,10-Jul,9,j,k,incorrect,chooser,false.alarm
15 - 20,6,5,10/07/2017 14:30,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-548.csv,"NO, I have not met this person before",21330,548,"NO, I did not suspect that I may be asked to identify this person later",keep,16,2,absent,video,rejection,young,6,5,10-Jul,9,l,k,correct,non-chooser,correct.rejection
15 - 20,2,7 Very confident,10/07/2017 14:34,Asian,Woman,"YES, I believe this was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-549.csv,"NO, I have not met this person before",20472,549,"NO, I did not suspect that I may be asked to identify this person later",keep,16,3,present,video,identification,young,2,7,10-Jul,9,l,l,correct,chooser,hit
