"confidence_immediate","identification","condition","gender_updated","target_correct","target_pair","identification_decision","not_sure_decision","repetition_numeric","unique_decision","pre_conf","row","ppt_gender","age","ethnicity","post_conf","comfort","face","height","posture","body","movement","behaviour","ID_testify","ID_closest","ID_justRecognized","ID_lookedLike","ID_wouldNotPick","nonID_sure","nonID_noMemory","nonID_seeOthersFirst","nonID_lookedLike","nonID_wouldID","ID","choosing","accuracy","person"
"no","No","HS","male","absent","c","rejection","other",0,"rejection",80,"front","man","40","white",100,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"79HS3","non-chooser","correct",3
"80","Yes","live","female","present","e","filler","other",0,"identification",50,"front","woman","17","white",80,80,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"79live7","chooser","incorrect",5
"no","No","live","male","absent","e","rejection","other",0,"rejection",50,"front","woman","17","white",0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"79live7","non-chooser","correct",5
"70","Yes","FB","female","absent","c","filler","other",0,"identification",60,"back","woman","52","white",70,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"80FB3","chooser","incorrect",3
"90","Yes","FB","male","present","c","filler","other",0,"identification",60,"back","woman","52","white",90,90,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"80FB3","chooser","incorrect",5
"no","No","HS","female","absent","c","rejection","other",0,"rejection",70,"back","woman","49","white",50,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"80HS3","non-chooser","correct",5
"100","Yes","HS","male","present","c","target","other",0,"identification",70,"back","woman","49","white",90,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"80HS3","chooser","correct",6
"no","No","live","female","present","e","rejection","other",0,"rejection",30,"front","woman","47","white",0,50,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"80live7","non-chooser","incorrect",2
"no","No","live","male","absent","e","rejection","other",0,"rejection",70,"front","woman","47","white",10,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"80live7","non-chooser","correct",4
"50","Yes","FB","female","present","c","target","other",0,"identification",70,"back","woman","54","white",80,100,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"81FB3","chooser","correct",6
"no","No","FB","male","absent","c","rejection","other",0,"rejection",50,"back","woman","54","white",30,100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"81FB3","non-chooser","correct",4
"no","No","HS","female","present","c","rejection","other",0,"rejection",50,"back","man","45","asian",50,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"81HS3","non-chooser","incorrect",1
"no","No","HS","male","absent","c","rejection","other",0,"rejection",50,"back","man","45","asian",50,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"81HS3","non-chooser","correct",2
"60","Yes","live","female","absent","e","filler","other",0,"identification",10,"front","woman","49","white",10,60,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"81live7","chooser","incorrect",3
"60","Yes","live","male","present","e","filler","other",1,"identification",20,"front","woman","49","white",60,70,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"81live7","chooser","incorrect",4
"80","Yes","FB","female","present","c","filler","other",1,"identification",70,"front","woman","56","white",70,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82FB3","chooser","incorrect",5
"no","No","FB","male","absent","c","rejection","other",0,"rejection",60,"front","woman","56","white",10,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"82FB3","non-chooser","correct",5
"60","Yes","HS","female","present","d","filler","other",0,"identification",60,"front","man","49","white",40,30,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"82HS5","chooser","incorrect",1
"no","No","HS","male","absent","d","rejection","other",0,"rejection",90,"front","man","49","white",30,50,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"82HS5","non-chooser","correct",3
"no","No","live","female","present","e","rejection","other",0,"rejection",0,"front","woman","17","white",10,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"82live7","non-chooser","incorrect",1
"no","Not sure","live","male","absent","e","rejection","filler",0,"rejection",40,"front","woman","17","white",60,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"82live7","non-chooser","correct",1
"60","Yes","FB","female","present","e","target","other",0,"identification",50,"front","woman","17","white",60,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"83FB7","chooser","correct",6
"no","No","FB","male","absent","e","rejection","other",0,"rejection",70,"front","woman","17","white",50,70,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"83FB7","non-chooser","correct",3
"60","Yes","HS","female","absent","d","filler","other",1,"identification",50,"front","woman","18","white",60,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"83HS5","chooser","incorrect",2
"no","No","HS","male","present","d","rejection","other",1,"rejection",30,"front","woman","18","white",0,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"83HS5","non-chooser","incorrect",3
"no","Not sure","live","female","absent","e","rejection","innocent",0,"not sure",40,"middle","woman","40","white",80,90,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"83live7","non-chooser","correct",7
"no","No","live","male","absent","e","rejection","other",0,"rejection",70,"middle","woman","40","white",90,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"83live7","non-chooser","correct",2
"80","Yes","FB","female","present","e","filler","other",1,"identification",60,"front","man","47","white",80,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"84FB7","chooser","incorrect",5
"no","No","FB","male","absent","e","rejection","other",0,"rejection",80,"front","man","47","white",90,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"84FB7","non-chooser","correct",1
"no","No","HS","female","absent","d","rejection","other",0,"rejection",70,"front","woman","18","white",50,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"84HS5","non-chooser","correct",1
"no","Not sure","HS","male","present","d","rejection","target",0,"not sure",70,"front","woman","18","white",40,50,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"84HS5","non-chooser","incorrect",6
"no","No","live","female","present","c","rejection","other",0,"rejection",90,"front","woman","17","white",70,80,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"84live4","non-chooser","incorrect",4
"no","Not sure","live","female","absent","e","rejection","filler",0,"rejection",40,"front","woman","17","white",50,80,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"84live7","non-chooser","correct",2
"no","Not sure","live","male","absent","c","rejection","filler",0,"rejection",70,"front","woman","17","white",40,70,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"84live4","non-chooser","correct",1
"no","No","live","male","absent","e","rejection","other",0,"rejection",30,"front","woman","17","white",80,80,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"84live7","non-chooser","correct",4
"70","Yes","FB","female","absent","e","filler","other",0,"identification",40,"front","woman","17","white",70,100,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"85FB7","chooser","incorrect",2
"80","Yes","FB","male","present","e","target","other",0,"identification",50,"front","woman","17","white",90,100,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"85FB7","chooser","correct",6
"60","Yes","HS","female","present","d","filler","other",0,"identification",70,"front","woman","21","asian",60,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"85HS5","chooser","incorrect",2
"no","No","HS","male","absent","d","rejection","other",0,"rejection",50,"front","woman","21","asian",40,70,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"85HS5","non-chooser","correct",3
"no","Not sure","live","female","absent","e","rejection","filler",0,"rejection",70,"front","woman","50","white",30,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"85live7","non-chooser","correct",2
"no","No","live","male","absent","e","rejection","other",0,"rejection",70,"front","woman","50","white",50,70,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"85live7","non-chooser","correct",4
"20","Yes","FB","female","absent","e","filler","other",2,"identification",20,"back","woman","","white",10,80,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"86FB7","chooser","incorrect",4
"no","Not sure","HS","female","present","d","rejection","target",0,"not sure",70,"middle","woman","17","white",50,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"86HS5","non-chooser","incorrect",6
"no","No","HS","male","absent","d","rejection","other",0,"rejection",60,"middle","woman","17","white",50,60,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"86HS5","non-chooser","correct",2
"70","Yes","live","female","present","e","target","other",0,"identification",70,"front","woman","17","white",80,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"86live7","chooser","correct",6
"no","No","live","male","absent","e","rejection","other",0,"rejection",50,"front","woman","17","white",60,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"86live7","non-chooser","correct",4
"no","Not sure","FB","female","absent","e","rejection","innocent",0,"not sure",20,"front","woman","17","white",20,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"87FB7","non-chooser","correct",7
"70","Yes","FB","male","present","e","target","other",0,"identification",80,"front","woman","17","white",70,90,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"87FB7","chooser","correct",6
"60","Yes","HS","female","absent","d","filler","other",0,"identification",40,"back","woman","60","white",40,40,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"87HS5","chooser","incorrect",4
"no","No","HS","male","present","d","rejection","other",0,"rejection",60,"back","woman","60","white",60,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"87HS5","non-chooser","incorrect",1
"no","No","live","female","absent","e","rejection","other",0,"rejection",30,"back","woman","18","white",10,30,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"87live7","non-chooser","correct",4
"100","Yes","live","male","present","e","target","other",0,"identification",60,"back","woman","18","white",70,100,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"87live7","chooser","correct",6
"no","Not sure","FB","female","present","e","rejection","target",0,"not sure",90,"back","woman","41","white",90,60,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"88FB7","non-chooser","incorrect",6
"no","No","FB","male","absent","e","rejection","other",0,"rejection",80,"back","woman","41","white",90,70,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"88FB7","non-chooser","correct",2
"70","Yes","HS","female","present","d","filler","other",1,"identification",90,"back","woman","19","white",70,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"88HS5","chooser","incorrect",5
"no","Not sure","HS","male","absent","d","rejection","filler",0,"rejection",80,"back","woman","19","white",60,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"88HS5","non-chooser","correct",1
"no","Not sure","live","female","absent","e","rejection","innocent",0,"not sure",30,"front","man","47","white",0,30,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"88live7","non-chooser","correct",7
"no","Not sure","live","male","absent","e","rejection","innocent",0,"not sure",70,"front","man","47","white",20,50,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"88live7","non-chooser","correct",7
"70","Yes","FB","female","present","e","target","other",0,"identification",70,"middle","woman","17","white",80,100,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"89FB7","chooser","correct",6
"no","Not sure","FB","male","absent","e","rejection","filler",0,"rejection",60,"middle","woman","17","white",50,80,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"89FB7","non-chooser","correct",4
"80","Yes","HS","female","present","d","filler","other",0,"identification",100,"middle","woman","17","mixed",50,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"89HS5","chooser","incorrect",2
"50","Yes","HS","male","absent","d","filler","other",0,"identification",80,"middle","woman","17","mixed",50,60,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"89HS5","chooser","incorrect",5
"no","No","live","female","absent","e","rejection","other",0,"rejection",30,"front","woman","18","white",20,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"89live7","non-chooser","correct",1
"60","Yes","live","male","present","e","target","other",0,"identification",70,"front","woman","18","white",60,90,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"89live7","chooser","correct",6
"80","Yes","FB","female","absent","e","innocent","other",0,"identification",60,"middle","man","46","white",80,90,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"90FB7","chooser","incorrect",7
"no","Not sure","FB","male","present","e","rejection","target",0,"not sure",60,"middle","man","46","white",20,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"90FB7","non-chooser","incorrect",6
"70","Yes","live","female","absent","d","filler","other",0,"identification",NA,"back","woman","18","mixed",90,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"90live5","chooser","incorrect",2
"no","Not sure","live","female","present","e","rejection","target",0,"not sure",10,"front","woman","17","black",50,90,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"90live7","non-chooser","incorrect",6
"80","Yes","live","male","present","d","target","other",1,"identification",NA,"back","woman","18","mixed",80,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"90live5","chooser","correct",6
"no","Not sure","live","male","absent","e","rejection","innocent",0,"not sure",10,"front","woman","17","black",50,90,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,"90live7","non-chooser","correct",7
"30","Yes","FB","female","absent","e","filler","other",3,"identification",60,"back","woman","17","white",30,40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"91FB7","chooser","incorrect",2
"80","Yes","FB","male","present","e","target","other",0,"identification",70,"back","woman","17","white",80,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"91FB7","chooser","correct",6
"no","No","HS","female","absent","d","rejection","other",0,"rejection",90,"back","woman","17","black",70,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"91HS5","non-chooser","correct",4
"50","Yes","HS","male","present","d","target","other",0,"identification",70,"back","woman","17","black",50,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"91HS5","chooser","correct",6
"30","Yes","live","female","present","e","filler","other",0,"identification",30,"front","man","56","black",20,80,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"91live7","chooser","incorrect",5
"no","No","live","male","absent","e","rejection","other",0,"rejection",30,"front","man","56","black",40,80,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,"91live7","non-chooser","correct",2
"90","Yes","HS","female","absent","d","filler","other",3,"identification",100,"back","woman","17","",30,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"92HS5","chooser","incorrect",2
"40","Yes","HS","male","present","d","filler","other",0,"identification",70,"back","woman","17","",60,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"92HS5","chooser","incorrect",4
"80","Yes","live","female","absent","e","innocent","other",0,"identification",70,"front","woman","17","white",80,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"92live7","chooser","incorrect",7
"no","No","live","male","absent","e","rejection","other",0,"rejection",100,"front","woman","17","white",50,30,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"92live7","non-chooser","correct",5
"60","Yes","FB","female","absent","d","filler","other",0,"identification",60,"front","woman","17","white",60,50,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"93FB6","chooser","incorrect",2
"no","No","FB","female","absent","e","rejection","other",1,"rejection",20,"front","woman","50","white",10,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"93FB7","non-chooser","correct",5
"no","Not sure","FB","male","present","d","rejection","target",0,"not sure",60,"front","woman","17","white",30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93FB6","non-chooser","incorrect",6
"50","Yes","FB","male","present","e","target","other",1,"identification",80,"front","woman","50","white",60,70,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"93FB7","chooser","correct",6
"80","Yes","HS","female","present","d","filler","other",0,"identification",90,"front","man","18","white",90,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"93HS6","chooser","incorrect",5
"no","No","HS","male","absent","d","rejection","other",0,"rejection",90,"front","man","18","white",70,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"93HS6","non-chooser","correct",2
"no","Not sure","live","female","absent","e","rejection","innocent",1,"not sure",10,"back","man","50","white",30,40,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"93live7","non-chooser","correct",7
"no","Not sure","live","male","present","e","rejection","target",0,"not sure",20,"back","man","50","white",50,70,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"93live7","non-chooser","incorrect",6
"no","Not sure","FB","female","present","d","rejection","target",0,"not sure",80,"front","woman","18","white",50,60,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"94FB6","non-chooser","incorrect",6
"40","Yes","FB","female","present","e","target","other",0,"identification",10,"front","woman","16","white",50,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"94FB7","chooser","correct",6
"60","Yes","FB","male","absent","d","filler","other",0,"identification",80,"front","woman","18","white",70,70,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"94FB6","chooser","incorrect",1
"no","No","FB","male","absent","e","rejection","other",0,"rejection",20,"front","woman","16","white",80,80,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"94FB7","non-chooser","correct",2
"no","No","HS","female","absent","d","rejection","other",0,"rejection",80,"front","man","17","black",70,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"94HS6","non-chooser","correct",4
"70","Yes","HS","male","present","d","target","other",0,"identification",70,"front","man","17","black",80,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"94HS6","chooser","correct",6
"30","Yes","live","female","absent","e","filler","other",0,"identification",20,"back","man","17","black",30,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"94live7","chooser","incorrect",4
"40","Yes","live","male","present","e","filler","other",0,"identification",40,"back","man","17","black",40,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"94live7","chooser","incorrect",1
"90","Yes","FB","female","present","d","target","other",1,"identification",80,"front","woman","18","white",90,100,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"95FB6","chooser","correct",6
"no","Not sure","FB","female","present","e","rejection","target",0,"not sure",30,"front","woman","17","asian",20,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"95FB7","non-chooser","incorrect",6
"no","No","FB","male","absent","d","rejection","other",0,"rejection",70,"front","woman","18","white",70,100,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"95FB6","non-chooser","correct",3
"50","Yes","FB","male","absent","e","filler","other",1,"identification",30,"front","woman","17","asian",50,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"95FB7","chooser","incorrect",1
"no","No","HS","female","present","c","rejection","other",0,"rejection",100,"front","woman","43","black",70,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"95HS4","non-chooser","incorrect",5
"no","Not sure","HS","male","absent","c","rejection","filler",0,"rejection",80,"front","woman","43","black",60,50,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"95HS4","non-chooser","correct",5
"no","Not sure","live","female","present","e","rejection","target",0,"not sure",50,"middle","woman","24","asian",80,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95live7","non-chooser","incorrect",6
"80","Yes","FB","female","present","d","filler","other",0,"identification",80,"front","woman","18","white",80,80,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"96FB6","chooser","incorrect",3
"no","Not sure","FB","female","absent","e","rejection","innocent",0,"not sure",30,"front","man","17","white",10,50,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"96FB7","non-chooser","correct",7
"no","No","FB","male","absent","d","rejection","other",0,"rejection",50,"front","woman","18","white",40,30,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"96FB6","non-chooser","correct",1
"no","Not sure","FB","male","present","e","rejection","target",0,"not sure",60,"front","man","17","white",60,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"96FB7","non-chooser","incorrect",6
"100","Yes","HS","female","absent","c","filler","other",0,"identification",100,"back","woman","48","white",100,100,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"96HS4","chooser","incorrect",2
"100","Yes","HS","male","present","c","target","other",0,"identification",100,"back","woman","48","white",100,100,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"96HS4","chooser","correct",6
"no","Not sure","live","female","present","f","rejection","filler",0,"rejection",40,"back","woman","17","white",0,80,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"96live8","non-chooser","incorrect",2
"no","No","live","male","absent","f","rejection","other",0,"rejection",80,"back","woman","17","white",30,90,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"96live8","non-chooser","correct",2
"40","Yes","FB","female","present","d","filler","other",0,"identification",80,"front","woman","18","white",30,70,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"97FB6","chooser","incorrect",3
"no","No","FB","female","absent","e","rejection","other",0,"rejection",60,"middle","woman","34","asian",40,30,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"97FB7","non-chooser","correct",4
"no","No","FB","male","absent","d","rejection","other",0,"rejection",50,"front","woman","18","white",60,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"97FB6","non-chooser","correct",1
"90","Yes","FB","male","present","e","target","other",0,"identification",80,"middle","woman","34","asian",90,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"97FB7","chooser","correct",6
"90","Yes","HS","female","present","d","target","other",0,"identification",90,"front","woman","17","black",100,100,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"97HS6","chooser","correct",6
"no","Not sure","HS","male","absent","d","rejection","innocent",0,"not sure",70,"front","woman","17","black",50,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"97HS6","non-chooser","correct",7
"30","Yes","live","female","present","f","target","other",1,"identification",30,"back","woman","17","white",40,70,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"97live8","chooser","correct",6
"no","No","live","male","present","f","rejection","other",0,"rejection",30,"back","woman","17","white",30,70,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"97live8","non-chooser","incorrect",4
"no","No","FB","female","absent","d","rejection","other",0,"rejection",80,"front","woman","18","mixed",90,90,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"98FB6","non-chooser","correct",2
"no","Not sure","FB","female","present","e","rejection","target",0,"not sure",10,"back","woman","17","white",0,60,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"98FB7","non-chooser","incorrect",6
"no","Not sure","FB","male","present","d","rejection","filler",0,"rejection",60,"front","woman","18","mixed",40,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"98FB6","non-chooser","incorrect",4
"no","Not sure","FB","male","absent","e","rejection","innocent",0,"not sure",20,"back","woman","17","white",10,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"98FB7","non-chooser","correct",7
"50","Yes","HS","female","present","d","filler","other",0,"identification",40,"front","woman","17","white",60,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"98HS6","chooser","incorrect",4
"no","No","HS","male","absent","d","rejection","other",0,"rejection",40,"front","woman","17","white",0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"98HS6","non-chooser","correct",2
"90","Yes","live","female","present","f","filler","other",0,"identification",20,"front","woman","18","mixed",100,100,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"98live8","chooser","incorrect",5
"no","No","live","male","absent","f","rejection","other",0,"rejection",70,"front","woman","18","mixed",90,90,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"98live8","non-chooser","correct",4
"no","Not sure","FB","female","absent","d","rejection","filler",0,"rejection",60,"front","woman","19","white",70,90,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,"99FB6","non-chooser","correct",4
"50","Yes","FB","female","present","e","filler","other",0,"identification",10,"back","woman","18","white",40,50,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"99FB7","chooser","incorrect",4
"90","Yes","FB","male","present","d","target","other",1,"identification",80,"front","woman","19","white",80,90,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"99FB6","chooser","correct",6
"no","Not sure","FB","male","absent","e","rejection","innocent",0,"not sure",10,"back","woman","18","white",40,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"99FB7","non-chooser","correct",7
"30","Yes","HS","female","present","d","filler","other",0,"identification",30,"front","woman","18","white",30,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"99HS6","chooser","incorrect",3
"20","Yes","HS","male","absent","d","filler","other",0,"identification",20,"front","woman","18","white",20,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"99HS6","chooser","incorrect",1
"no","No","live","female","absent","f","rejection","other",0,"rejection",50,"back","woman","43","white",0,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"99live8","non-chooser","correct",1
"no","No","live","male","absent","f","rejection","other",0,"rejection",50,"back","woman","43","white",50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"99live8","non-chooser","correct",1
"no","Not sure","FB","female","present","d","rejection","target",0,"not sure",70,"front","man","19","mixed",30,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"100FB6","non-chooser","incorrect",6
"70","Yes","FB","female","present","e","target","other",0,"identification",10,"back","woman","14","white",70,90,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"100FB7","chooser","correct",6
"no","No","FB","male","absent","d","rejection","other",0,"rejection",60,"front","man","19","mixed",40,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"100FB6","non-chooser","correct",1
"no","No","FB","male","absent","e","rejection","other",0,"rejection",20,"back","woman","14","white",40,80,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"100FB7","non-chooser","correct",3
"no","Not sure","HS","female","present","d","rejection","target",0,"not sure",70,"front","woman","18","white",60,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"100HS6","non-chooser","incorrect",6
"40","Yes","HS","male","absent","d","filler","other",0,"identification",60,"front","woman","18","white",70,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"100HS6","chooser","incorrect",5
"40","Yes","live","female","present","f","filler","other",0,"identification",20,"front","man","52","white",20,200,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"100live8","chooser","incorrect",2
"70","Yes","live","male","present","f","target","other",1,"identification",60,"front","man","52","white",40,100,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"100live8","chooser","correct",6
"50","Yes","FB","female","present","d","filler","other",0,"identification",60,"back","man","17","white",50,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"101FB6","chooser","incorrect",1
"no","No","FB","female","absent","e","rejection","other",0,"rejection",60,"middle","woman","17","asian",70,80,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"101FB7","non-chooser","correct",5
"no","No","FB","male","absent","d","rejection","other",0,"rejection",80,"back","man","17","white",0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"101FB6","non-chooser","correct",4
"60","Yes","FB","male","present","e","target","other",0,"identification",60,"middle","woman","17","asian",70,80,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"101FB7","chooser","correct",6
"no","Not sure","HS","female","present","d","rejection","target",0,"not sure",90,"front","woman","18","white",30,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"101HS6","non-chooser","incorrect",6
