Experiment,idnumber,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans_How many people were in the video?,question1acc,include
Rep2,5026,40,Other,Masters Degree,Male,1,110,56,11,14,38,87,0,1,56,0,Filler ID,NA,70,1,1,yes
Rep2,5028,37,AsianIndian,4-Year College Degree (BA BS),Female,3,69,110,91,53,12,96,0,1,69,0,Filler ID,NA,60,1,1,yes
Rep2,5031,20,WhiteEuropean,High School/GED,Male,1,103,58,33,75,31,110,0,1,75,0,Filler ID,NA,80,1,1,yes
Rep2,5032,20,WhiteEuropean,High School/GED,Male,2,43,31,36,110,22,30,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5033,64,AsianIndian,Doctoral Degree,Female,2,110,97,58,59,75,44,0,1,97,0,Filler ID,NA,70,1,1,yes
Rep2,5035,38,WhiteEuropean,Masters Degree,Male,3,101,66,110,44,28,31,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5037,25,WhiteEuropean,High School/GED,Female,1,103,91,62,28,110,84,1,1,84,0,Filler ID,NA,70,1,1,yes
Rep2,5039,46,WhiteEuropean,Masters Degree,Male,1,29,17,110,94,66,54,0,1,17,0,Filler ID,NA,50,1,1,yes
Rep2,5040,68,WhiteEuropean,2-Year College Degree (Associates),Female,2,56,21,110,58,20,61,0,1,56,0,Filler ID,NA,50,1,1,yes
Rep2,5041,35,WhiteEuropean,4-Year College Degree (BA BS),Male,2,96,98,110,7,28,6,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5044,50,WhiteEuropean,Masters Degree,Male,3,12,100,110,23,45,103,1,1,110,1,Correct ID,1,100,1,1,yes
Rep2,5045,33,AsianIndian,Masters Degree,Male,3,87,17,107,110,106,68,1,1,106,0,Filler ID,NA,40,1,1,yes
Rep2,5046,30,Native American,4-Year College Degree (BA BS),Male,1,78,39,1,110,43,46,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Rep2,5048,60,LatinHispanic,2-Year College Degree (Associates),Male,3,29,76,110,59,54,84,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Rep2,5049,35,AsianIndian,4-Year College Degree (BA BS),Female,2,8,89,83,110,51,100,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5050,51,WhiteEuropean,4-Year College Degree (BA BS),Male,2,43,11,29,110,35,104,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5051,44,WhiteEuropean,4-Year College Degree (BA BS),Male,2,87,110,34,56,17,60,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5052,30,WhiteEuropean,Masters Degree,Male,2,71,110,94,95,41,34,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5053,66,Native American,Masters Degree,Female,2,15,37,110,83,70,26,0,1,37,0,Filler ID,NA,70,1,1,yes
Rep2,5054,26,WhiteEuropean,4-Year College Degree (BA BS),Male,3,9,5,66,60,62,110,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Rep2,5055,25,WhiteEuropean,4-Year College Degree (BA BS),Male,3,64,110,5,69,2,36,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5056,45,WhiteEuropean,High School/GED,Male,3,38,108,105,47,104,110,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5057,28,WhiteEuropean,4-Year College Degree (BA BS),Female,2,91,52,80,103,110,4,1,1,52,0,Filler ID,NA,70,1,1,yes
Rep2,5059,37,WhiteEuropean,High School/GED,Female,2,28,19,95,110,48,18,1,1,110,1,Correct ID,1,50,1,1,yes
Rep2,5061,35,WhiteEuropean,Masters Degree,Female,3,15,99,34,28,43,110,1,0,Not present,0,Incorrect Reject,NA,70,3,0,no
Rep2,5062,44,WhiteEuropean,Currently Attending College,Female,3,110,65,42,107,3,14,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5063,26,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,103,89,21,45,30,0,1,103,0,Filler ID,NA,70,1,1,yes
Rep2,5064,31,WhiteEuropean,Less than High School,Female,2,110,14,54,86,68,81,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep2,5065,25,NR,NR,NR,1,10,23,1,32,35,110,0,1,1,0,Filler ID,NA,90,1,1,yes
Rep2,5066,36,WhiteEuropean,Masters Degree,Male,2,23,34,28,110,104,8,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5067,35,WhiteEuropean,4-Year College Degree (BA BS),Female,1,36,31,110,104,38,23,0,1,110,0,False ID,0,30,1,1,yes
Rep2,5068,51,WhiteEuropean,4-Year College Degree (BA BS),Female,2,103,40,35,81,101,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5071,24,WhiteEuropean,Doctoral Degree,Female,2,110,105,91,86,29,73,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep2,5072,49,WhiteEuropean,4-Year College Degree (BA BS),Female,3,66,55,92,65,104,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5073,25,WhiteEuropean,Currently Attending College,Female,3,36,110,56,47,97,91,0,1,91,0,Filler ID,NA,60,1,1,yes
Rep2,5074,25,AsianIndian,Masters Degree,Male,3,90,110,65,42,1,16,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5075,32,LatinHispanic,4-Year College Degree (BA BS),Male,1,38,67,53,47,55,110,1,1,110,1,Correct ID,1,50,1,1,yes
Rep2,5076,55,WhiteEuropean,2-Year College Degree (Associates),Female,2,70,30,68,32,6,110,0,1,30,0,Filler ID,NA,80,1,1,yes
Rep2,5077,42,WhiteEuropean,2-Year College Degree (Associates),Male,3,96,110,90,49,38,70,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5078,56,WhiteEuropean,Doctoral Degree,Male,3,9,43,79,52,108,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5079,27,WhiteEuropean,Masters Degree,Female,2,66,110,57,105,26,27,0,0,Not present,1,Correct Reject,NA,50,4,0,no
Rep2,5080,41,WhiteEuropean,4-Year College Degree (BA BS),Male,2,7,65,22,110,40,1,1,0,Not present,0,Incorrect Reject,NA,100,2,0,no
Rep2,5081,29,Native American,4-Year College Degree (BA BS),Male,3,33,4,70,38,110,77,1,1,4,0,Filler ID,NA,70,1,1,yes
Rep2,5082,45,AsianIndian,4-Year College Degree (BA BS),Male,1,47,53,78,99,110,90,1,1,90,0,Filler ID,NA,80,1,1,yes
Rep2,5087,38,WhiteEuropean,High School/GED,Female,1,110,88,62,86,35,19,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5088,30,WhiteEuropean,4-Year College Degree (BA BS),Male,3,36,78,53,110,29,64,1,1,110,1,Correct ID,1,100,1,1,yes
Rep2,5089,38,AsianIndian,Masters Degree,Male,1,110,58,25,2,107,40,0,0,Not present,1,Correct Reject,NA,20,1,1,yes
Rep2,5090,62,WhiteEuropean,Professional Degree (MD JD),Female,1,70,73,2,33,63,110,0,1,2,0,Filler ID,NA,10,1,1,yes
Rep2,5091,40,WhiteEuropean,4-Year College Degree (BA BS),Male,3,88,25,55,59,14,110,1,1,110,1,Correct ID,1,60,1,1,yes
Rep2,5092,27,WhiteEuropean,4-Year College Degree (BA BS),Male,2,103,110,34,87,18,56,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep2,5095,36,WhiteEuropean,High School/GED,Male,2,110,52,56,88,31,108,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5096,25,WhiteEuropean,Professional Degree (MD JD),Male,1,110,71,81,34,61,69,1,1,71,0,Filler ID,NA,100,1,1,yes
Rep2,5097,26,WhiteEuropean,4-Year College Degree (BA BS),Female,1,59,60,22,51,50,110,0,0,Not present,1,Correct Reject,NA,10,1,1,yes
Rep2,5099,40,WhiteEuropean,Masters Degree,Female,3,80,46,85,110,77,1,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5101,55,WhiteEuropean,Masters Degree,Female,3,101,110,15,99,85,87,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5104,29,AsianIndian,2-Year College Degree (Associates),Female,1,75,110,39,41,66,48,0,1,75,0,Filler ID,NA,80,1,1,yes
Rep2,5105,57,WhiteEuropean,2-Year College Degree (Associates),Female,2,95,110,50,72,48,27,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5106,36,Mixed Ethnicity,2-Year College Degree (Associates),Female,1,24,68,102,62,110,97,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5107,27,WhiteEuropean,High School/GED,Male,1,35,57,100,110,6,75,1,1,100,0,Filler ID,NA,50,1,1,yes
Rep2,5108,27,Other,Professional Degree (MD JD),Female,2,110,10,25,7,8,58,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5109,25,AsianIndian,4-Year College Degree (BA BS),Male,2,35,22,27,110,2,87,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5110,27,WhiteEuropean,Masters Degree,Female,3,20,90,107,86,110,10,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Rep2,5111,28,WhiteEuropean,Masters Degree,Male,3,104,39,110,45,101,108,0,1,108,0,Filler ID,NA,50,1,1,yes
Rep2,5112,28,BlackAfrican,Currently Attending College,Male,2,6,64,32,110,22,29,0,1,64,0,Filler ID,NA,50,1,1,yes
Rep2,5113,46,WhiteEuropean,4-Year College Degree (BA BS),Female,2,6,104,1,89,110,101,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5114,43,WhiteEuropean,4-Year College Degree (BA BS),Male,3,44,24,79,52,106,110,1,1,24,0,Filler ID,NA,50,1,1,yes
Rep2,5115,24,WhiteEuropean,2-Year College Degree (Associates),Male,3,76,33,40,74,61,110,1,1,110,1,Correct ID,1,90,2,0,no
Rep2,5116,57,Native American,4-Year College Degree (BA BS),Female,2,93,1,42,12,64,110,1,1,42,0,Filler ID,NA,90,3,0,no
Rep2,5117,58,WhiteEuropean,2-Year College Degree (Associates),Female,3,36,57,103,46,110,8,1,1,110,1,Correct ID,1,100,1,1,yes
Rep2,5120,45,WhiteEuropean,4-Year College Degree (BA BS),Female,3,40,23,103,24,110,25,0,1,103,0,Filler ID,NA,80,1,1,yes
Rep2,5122,30,Native American,4-Year College Degree (BA BS),Male,1,70,46,110,32,103,94,1,1,70,0,Filler ID,NA,80,1,1,yes
Rep2,5123,50,BlackAfrican,2-Year College Degree (Associates),Female,2,65,9,64,28,110,51,1,1,110,1,Correct ID,1,60,1,1,yes
Rep2,5124,30,WhiteEuropean,Masters Degree,Female,2,85,50,8,110,76,74,1,1,110,1,Correct ID,1,100,1,1,yes
Rep2,5125,36,AsianIndian,Masters Degree,Female,3,2,110,50,12,25,109,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5126,29,Native American,4-Year College Degree (BA BS),Male,3,44,4,77,2,79,110,1,1,110,1,Correct ID,1,100,1,1,yes
Rep2,5127,27,WhiteEuropean,Currently Attending College,Male,3,66,51,20,24,80,110,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Rep2,5128,28,LatinHispanic,High School/GED,Male,3,1,83,87,45,90,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5129,45,AsianIndian,4-Year College Degree (BA BS),Female,3,97,76,15,110,22,26,1,1,110,1,Correct ID,1,30,1,1,yes
Rep2,5131,31,WhiteEuropean,Currently Attending College,Female,2,36,65,84,94,110,16,0,1,94,0,Filler ID,NA,50,1,1,yes
Rep2,5132,36,WhiteEuropean,High School/GED,Female,3,52,19,110,46,51,14,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5133,28,WhiteEuropean,2-Year College Degree (Associates),Female,3,110,96,10,57,18,83,0,0,Not present,1,Correct Reject,NA,30,1,1,yes
Rep2,5134,25,AsianIndian,4-Year College Degree (BA BS),Female,1,65,56,68,110,53,97,0,1,53,0,Filler ID,NA,70,1,1,yes
Rep2,5135,52,WhiteEuropean,2-Year College Degree (Associates),Female,1,33,76,68,93,2,110,1,0,Not present,0,Incorrect Reject,NA,40,1,1,yes
Rep2,5136,34,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,10,48,102,87,73,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5137,58,WhiteEuropean,High School/GED,Female,2,98,110,64,78,94,28,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Rep2,5138,28,WhiteEuropean,4-Year College Degree (BA BS),Female,1,29,23,110,105,82,9,0,0,Not present,1,Correct Reject,NA,40,1,1,yes
Rep2,5139,27,WhiteEuropean,Masters Degree,Female,1,2,24,110,52,55,22,0,1,22,0,Filler ID,NA,60,1,1,yes
Rep2,5140,57,WhiteEuropean,Doctoral Degree,Female,1,60,37,42,110,65,22,1,1,110,1,Correct ID,1,20,1,1,yes
Rep2,5141,26,NR,2-Year College Degree (Associates),Female,2,61,83,38,35,110,9,1,1,83,0,Filler ID,NA,70,1,1,yes
Rep2,5142,21,WhiteEuropean,High School/GED,Male,2,64,2,86,23,75,110,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Rep2,5143,33,WhiteEuropean,Less than High School,Female,1,109,90,110,46,88,52,0,1,90,0,Filler ID,NA,40,1,1,yes
Rep2,5144,38,WhiteEuropean,4-Year College Degree (BA BS),Male,3,101,69,110,16,30,95,1,1,110,1,Correct ID,1,70,1,1,yes
Rep2,5145,59,WhiteEuropean,High School/GED,Female,3,13,96,25,98,80,110,0,1,80,0,Filler ID,NA,80,1,1,yes
Rep2,5146,27,WhiteEuropean,Masters Degree,Female,1,110,14,49,67,56,20,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5149,55,WhiteEuropean,High School/GED,Female,1,76,90,110,7,67,82,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5150,37,LatinHispanic,4-Year College Degree (BA BS),Male,2,67,110,99,11,102,5,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep2,5152,34,WhiteEuropean,4-Year College Degree (BA BS),Female,1,28,92,110,69,61,100,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Rep2,5153,27,WhiteEuropean,Masters Degree,Female,3,61,110,40,2,50,82,0,1,82,0,Filler ID,NA,60,1,1,yes
Rep2,5155,37,Native American,2-Year College Degree (Associates),Male,1,78,51,102,6,110,103,0,1,78,0,Filler ID,NA,100,1,1,yes
Rep2,5156,33,WhiteEuropean,2-Year College Degree (Associates),Male,2,80,4,65,66,95,110,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Rep2,5158,29,WhiteEuropean,4-Year College Degree (BA BS),Female,2,70,86,69,82,66,110,1,1,82,0,Filler ID,NA,70,1,1,yes
Rep2,5162,51,WhiteEuropean,4-Year College Degree (BA BS),Male,1,61,70,97,18,27,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5163,55,WhiteEuropean,Masters Degree,Male,1,39,10,110,109,103,29,1,1,39,0,Filler ID,NA,50,1,1,yes
Rep2,5164,36,WhiteEuropean,Masters Degree,Female,3,110,103,73,11,10,35,0,1,103,0,Filler ID,NA,100,1,1,yes
Rep2,5167,25,WhiteEuropean,Masters Degree,Female,1,110,9,76,33,78,20,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5168,64,WhiteEuropean,High School/GED,Male,2,10,110,31,65,27,91,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5169,26,WhiteEuropean,High School/GED,Male,2,21,11,49,26,110,83,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5170,38,WhiteEuropean,4-Year College Degree (BA BS),Male,1,39,40,102,90,62,110,1,1,110,1,Correct ID,1,100,1,1,yes
Rep2,5171,43,WhiteEuropean,4-Year College Degree (BA BS),Male,3,86,110,103,68,105,14,1,1,103,0,Filler ID,NA,90,1,1,yes
Rep2,5172,60,WhiteEuropean,High School/GED,Female,3,12,26,5,56,106,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5173,39,WhiteEuropean,Masters Degree,Male,3,23,16,90,50,64,110,1,1,110,1,Correct ID,1,50,1,1,yes
Rep2,5174,35,WhiteEuropean,High School/GED,Male,2,59,32,41,110,47,72,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep2,5175,44,WhiteEuropean,4-Year College Degree (BA BS),Male,2,106,29,110,2,80,79,1,1,110,1,Correct ID,1,50,1,1,yes
Rep2,5177,26,WhiteEuropean,High School/GED,Male,3,107,77,72,91,76,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5178,39,BlackAfrican,2-Year College Degree (Associates),Female,3,20,38,14,48,69,110,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5180,31,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,3,31,52,67,46,1,1,110,1,Correct ID,1,50,1,1,yes
Rep2,5181,25,WhiteEuropean,Masters Degree,Female,3,110,29,58,78,52,72,0,1,110,0,False ID,0,80,1,1,yes
Rep2,5182,50,AsianIndian,2-Year College Degree (Associates),Male,1,2,33,24,110,98,72,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Rep2,5183,42,AsianIndian,4-Year College Degree (BA BS),Female,2,101,85,71,110,8,94,1,1,101,0,Filler ID,NA,80,1,1,yes
Rep2,5184,33,WhiteEuropean,2-Year College Degree (Associates),Female,2,110,37,66,62,102,60,0,1,37,0,Filler ID,NA,80,1,1,yes
Rep2,5185,52,WhiteEuropean,2-Year College Degree (Associates),Female,2,110,4,63,92,58,96,0,1,92,0,Filler ID,NA,80,1,1,yes
Rep2,5188,22,WhiteEuropean,2-Year College Degree (Associates),Female,3,75,110,69,27,32,7,1,1,7,0,Filler ID,NA,10,1,1,yes
Rep2,5190,27,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,15,99,98,71,73,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5191,54,WhiteEuropean,High School/GED,Male,2,110,96,65,43,92,59,0,1,96,0,Filler ID,NA,70,1,1,yes
Rep2,5192,61,WhiteEuropean,2-Year College Degree (Associates),Female,3,110,81,47,96,95,72,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5193,25,WhiteEuropean,High School/GED,Male,1,110,8,89,7,50,59,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Rep2,5194,34,WhiteEuropean,Currently Attending College,Male,3,110,18,70,90,53,5,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5195,47,Other,4-Year College Degree (BA BS),NR,1,16,69,28,110,82,98,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Rep2,5196,67,WhiteEuropean,Masters Degree,Female,2,88,44,107,5,4,110,1,1,110,1,Correct ID,1,20,1,1,yes
Rep2,5197,21,Native American,Currently Attending College,Female,3,72,36,75,65,110,27,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep2,5198,39,WhiteEuropean,High School/GED,Female,1,26,59,87,71,110,85,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5200,36,BlackAfrican,4-Year College Degree (BA BS),Male,2,83,34,45,38,27,110,1,1,27,0,Filler ID,NA,80,3,0,no
Rep2,5202,35,WhiteEuropean,High School/GED,Male,3,6,4,110,30,61,14,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5203,25,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,30,18,37,91,94,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5204,29,BlackAfrican,Masters Degree,Female,2,110,30,16,49,69,82,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Rep2,5205,31,Other,High School/GED,Male,3,41,106,88,14,74,110,0,1,106,0,Filler ID,NA,50,1,1,yes
Rep2,5209,39,WhiteEuropean,4-Year College Degree (BA BS),Male,3,69,110,53,31,79,45,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5210,41,WhiteEuropean,2-Year College Degree (Associates),Female,2,110,103,59,22,24,73,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5211,33,WhiteEuropean,High School/GED,Female,3,98,84,23,110,74,89,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5213,36,NR,High School/GED,Female,1,21,110,98,1,94,42,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5215,49,WhiteEuropean,Masters Degree,Male,3,110,17,7,71,88,85,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5216,41,WhiteEuropean,High School/GED,Female,2,31,94,90,97,42,110,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep2,5217,18,WhiteEuropean,High School/GED,Female,1,12,78,60,2,99,110,1,1,2,0,Filler ID,NA,70,1,1,yes
Rep2,5218,52,Other,4-Year College Degree (BA BS),Male,1,20,108,60,57,38,110,0,1,57,0,Filler ID,NA,90,1,1,yes
Rep2,5219,28,AsianIndian,4-Year College Degree (BA BS),Male,2,28,74,70,81,84,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5220,34,WhiteEuropean,4-Year College Degree (BA BS),Female,2,97,71,110,27,47,77,1,1,110,1,Correct ID,1,70,1,1,yes
Rep2,5221,23,WhiteEuropean,Masters Degree,Male,2,31,82,110,77,41,5,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5222,46,WhiteEuropean,Masters Degree,Female,1,38,32,93,14,110,1,0,1,1,0,Filler ID,NA,80,1,1,yes
Rep2,5223,50,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,14,76,84,38,78,0,1,110,0,False ID,0,60,1,1,yes
Rep2,5224,30,WhiteEuropean,4-Year College Degree (BA BS),Male,2,94,57,110,109,92,87,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5225,32,WhiteEuropean,2-Year College Degree (Associates),Male,3,79,110,78,37,106,89,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5226,40,WhiteEuropean,Masters Degree,Female,3,80,53,110,105,6,73,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5227,46,WhiteEuropean,Professional Degree (MD JD),Female,2,39,110,25,97,107,61,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5228,54,WhiteEuropean,High School/GED,Male,2,12,27,7,22,110,101,1,1,110,1,Correct ID,1,20,1,1,yes
Rep2,5229,48,Native American,2-Year College Degree (Associates),Female,1,24,22,60,71,110,53,1,1,71,0,Filler ID,NA,100,1,1,yes
Rep2,5230,34,WhiteEuropean,High School/GED,Female,1,21,6,27,85,110,43,1,1,85,0,Filler ID,NA,80,1,1,yes
Rep2,5232,47,AsianIndian,4-Year College Degree (BA BS),Male,1,59,102,67,45,26,110,1,1,110,1,Correct ID,1,70,1,1,yes
Rep2,5234,22,WhiteEuropean,Masters Degree,Female,3,36,3,35,107,110,59,0,1,3,0,Filler ID,NA,70,1,1,yes
Rep2,5235,31,Other,High School/GED,Male,3,105,28,67,72,110,84,1,1,110,1,Correct ID,1,100,1,1,yes
Rep2,5236,41,Mixed Ethnicity,High School/GED,Female,1,110,96,39,75,4,42,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5237,58,WhiteEuropean,2-Year College Degree (Associates),Female,2,110,87,31,81,106,59,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5238,40,WhiteEuropean,4-Year College Degree (BA BS),Female,1,84,66,51,19,1,110,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep2,5239,69,WhiteEuropean,4-Year College Degree (BA BS),Male,2,28,110,91,101,59,44,0,1,59,0,Filler ID,NA,70,1,1,yes
Rep2,5240,25,WhiteEuropean,4-Year College Degree (BA BS),Male,2,20,100,3,77,110,17,0,1,77,0,Filler ID,NA,60,1,1,yes
Rep2,5241,54,WhiteEuropean,High School/GED,Female,1,64,59,37,105,31,110,0,1,31,0,Filler ID,NA,40,1,1,yes
Rep2,5242,62,WhiteEuropean,High School/GED,Female,3,72,27,59,110,73,107,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep2,5243,45,WhiteEuropean,4-Year College Degree (BA BS),Male,2,89,110,18,91,56,4,1,1,110,1,Correct ID,1,70,1,1,yes
Rep2,5244,28,AsianIndian,4-Year College Degree (BA BS),Male,2,55,32,110,56,27,106,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5245,28,AsianIndian,Masters Degree,Female,3,43,27,20,104,110,9,0,1,20,0,Filler ID,NA,80,1,1,yes
Rep2,5247,30,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,13,42,81,75,14,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5248,41,WhiteEuropean,Masters Degree,Male,1,48,65,67,31,84,110,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5249,34,WhiteEuropean,High School/GED,Male,2,42,104,52,39,110,102,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5250,50,WhiteEuropean,4-Year College Degree (BA BS),Female,3,92,7,53,98,110,69,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep2,5251,31,AsianIndian,Masters Degree,Female,1,88,97,16,110,55,26,1,1,110,1,Correct ID,1,40,1,1,yes
Rep2,5252,44,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,21,76,58,102,93,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5253,46,WhiteEuropean,Masters Degree,Female,1,28,89,85,43,110,42,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep2,5255,49,WhiteEuropean,Professional Degree (MD JD),Male,2,110,74,78,87,67,13,1,1,110,1,Correct ID,1,60,1,1,yes
Rep2,5256,33,WhiteEuropean,Masters Degree,Male,3,104,106,110,69,3,103,1,1,110,1,Correct ID,1,90,1,1,yes
Rep2,5257,37,WhiteEuropean,4-Year College Degree (BA BS),Female,2,88,90,93,102,100,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5259,36,WhiteEuropean,NR,Female,3,90,110,36,47,74,21,1,1,110,1,Correct ID,1,60,1,1,yes
Rep2,5260,32,AsianIndian,4-Year College Degree (BA BS),Male,2,30,35,97,110,76,95,0,1,95,0,Filler ID,NA,50,1,1,yes
Rep2,5261,48,WhiteEuropean,High School/GED,Male,2,39,83,35,32,110,9,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep2,5262,64,WhiteEuropean,Professional Degree (MD JD),Female,3,102,63,85,79,110,88,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep2,5263,30,Other,4-Year College Degree (BA BS),Male,2,101,110,19,90,81,80,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5264,36,WhiteEuropean,2-Year College Degree (Associates),Male,2,110,52,31,15,105,96,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep2,5265,68,WhiteEuropean,2-Year College Degree (Associates),Female,2,47,26,21,110,28,76,1,1,110,1,Correct ID,1,40,1,1,yes
Rep2,5266,56,WhiteEuropean,4-Year College Degree (BA BS),Female,3,43,8,57,110,108,30,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep2,5268,66,WhiteEuropean,2-Year College Degree (Associates),Female,3,28,81,56,35,110,41,0,1,81,0,Filler ID,NA,60,1,1,yes
Rep2,5272,57,WhiteEuropean,High School/GED,Female,1,11,58,32,36,46,110,1,1,110,1,Correct ID,1,80,1,1,yes
Rep2,5274,33,WhiteEuropean,Masters Degree,Female,1,104,100,72,82,110,68,0,1,100,0,Filler ID,NA,40,1,1,yes
