Experiment,idnumber,RecruitedFrom,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans,question1acc,completed before,include
Rep2,19175,mturk,46,WhiteEuropean,4-Year College Degree (BA BS),Female,1,84,69,110,41,50,98,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep2,19176,mturk,47,WhiteEuropean,Masters Degree,Female,1,66,26,95,110,19,97,0,1,19,0,Filler ID,NA,40,1,1,0,yes
Rep2,19177,mturk,27,BlackAfrican,High School/GED,Female,2,70,88,105,61,38,110,0,1,61,0,Filler ID,NA,40,1,1,0,yes
Rep2,19178,mturk,45,WhiteEuropean,High School/GED,Female,3,18,110,93,98,17,15,0,1,93,0,Filler ID,NA,70,1,1,0,yes
Rep2,19179,mturk,29,LatinHispanic,4-Year College Degree (BA BS),Male,3,25,83,78,5,110,49,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19180,mturk,32,BlackAfrican,4-Year College Degree (BA BS),Male,3,83,106,23,52,110,78,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19181,mturk,46,WhiteEuropean,4-Year College Degree (BA BS),Female,2,105,16,57,110,28,50,1,1,110,1,Correct ID,1,80,3,0,0,no
Rep2,19182,mturk,28,Mixed Ethnicity,4-Year College Degree (BA BS),Female,1,106,58,80,89,110,16,0,1,58,0,Filler ID,NA,50,1,1,0,yes
Rep2,19183,mturk,31,WhiteEuropean,4-Year College Degree (BA BS),Female,1,102,110,59,19,51,32,0,1,59,0,Filler ID,NA,80,1,1,0,yes
Rep2,19184,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,34,87,81,71,56,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep2,19185,mturk,29,Other,Currently Attending College,NR,2,81,110,38,70,4,61,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep2,19186,mturk,23,BlackAfrican,Currently Attending College,Female,1,36,76,59,110,63,56,0,1,110,0,False ID,0,60,1,1,0,yes
Rep2,19187,mturk,41,WhiteEuropean,4-Year College Degree (BA BS),Male,2,59,81,6,15,110,3,1,1,59,0,Filler ID,NA,70,1,1,0,yes
Rep2,19188,mturk,27,LatinHispanic,2-Year College Degree (Associates),Male,3,110,94,91,63,46,103,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19189,mturk,22,WhiteEuropean,NR,Male,2,30,34,108,58,110,67,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep2,19190,mturk,22,AsianIndian,4-Year College Degree (BA BS),Male,1,95,99,43,74,54,110,0,1,54,0,Filler ID,NA,70,1,1,0,yes
Rep2,19191,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Male,2,83,66,110,20,17,96,1,1,110,1,Correct ID,1,30,1,1,0,yes
Rep2,19192,mturk,56,WhiteEuropean,4-Year College Degree (BA BS),Male,1,87,76,110,74,41,12,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep2,19193,mturk,50,Native American,4-Year College Degree (BA BS),Male,2,110,2,12,98,90,72,0,1,2,0,Filler ID,NA,50,1,1,0,yes
Rep2,19195,mturk,17,BlackAfrican,Currently Attending College,Female,3,10,48,26,61,93,110,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep2,19196,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,5,32,72,88,100,1,1,88,0,Filler ID,NA,70,1,1,0,yes
Rep2,19197,mturk,44,AsianIndian,Masters Degree,Male,1,98,65,7,28,110,6,0,1,28,0,Filler ID,NA,80,1,1,0,yes
Rep2,19198,mturk,18,WhiteEuropean,Currently Attending College,Male,3,110,101,72,59,19,20,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep2,19201,mturk,38,AsianIndian,4-Year College Degree (BA BS),Female,2,27,72,110,90,16,40,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19202,mturk,27,AsianIndian,Masters Degree,Female,3,65,53,110,48,86,22,0,1,22,0,Filler ID,NA,50,1,1,0,yes
Rep2,19203,mturk,30,WhiteEuropean,Masters Degree,Female,1,35,22,88,110,11,51,1,1,11,0,Filler ID,NA,70,3,0,0,no
Rep2,19204,mturk,25,Native American,4-Year College Degree (BA BS),Male,1,25,80,20,110,70,85,1,1,110,1,Correct ID,1,40,1,1,0,yes
Rep2,19205,mturk,18,LatinHispanic,Currently Attending College,Male,1,5,110,12,101,49,65,0,1,5,0,Filler ID,NA,60,1,1,0,yes
Rep2,19206,mturk,28,AsianIndian,Currently Attending College,Male,1,92,52,110,106,4,102,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19207,mturk,29,WhiteEuropean,Masters Degree,Male,2,5,22,101,110,18,38,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep2,19208,mturk,32,WhiteEuropean,Masters Degree,Male,2,102,31,39,110,105,74,1,0,Not present,0,Incorrect Reject,NA,40,4,0,0,no
Rep2,19209,mturk,30,WhiteEuropean,Masters Degree,Female,1,110,96,1,15,9,68,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep2,19210,mturk,32,WhiteEuropean,Masters Degree,Female,2,60,110,21,56,50,102,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19211,mturk,36,WhiteEuropean,4-Year College Degree (BA BS),Male,2,55,89,29,58,76,110,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep2,19212,mturk,28,AsianIndian,4-Year College Degree (BA BS),Male,1,83,49,110,86,93,91,0,1,86,0,Filler ID,NA,80,1,1,0,yes
Rep2,19213,mturk,39,WhiteEuropean,4-Year College Degree (BA BS),Female,2,103,4,110,90,35,7,0,1,4,0,Filler ID,NA,80,1,1,0,yes
Rep2,19214,mturk,25,Native American,4-Year College Degree (BA BS),Female,1,32,15,1,106,110,93,1,1,106,0,Filler ID,NA,40,1,1,0,yes
Rep2,19215,mturk,36,WhiteEuropean,Currently Attending College,Female,1,110,82,104,106,23,86,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep2,19216,mturk,33,BlackAfrican,High School/GED,Female,2,110,16,42,4,13,108,0,1,13,0,Filler ID,NA,50,1,1,0,yes
Rep2,19218,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Male,3,102,110,94,9,27,24,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19219,mturk,NR,NR,NR,NR,2,61,23,87,107,110,70,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Rep2,19220,mturk,19,WhiteEuropean,Currently Attending College,Male,1,16,110,90,43,29,52,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19221,mturk,24,WhiteEuropean,High School/GED,Male,2,60,14,8,24,110,70,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep2,19222,mturk,23,WhiteEuropean,Currently Attending College,Male,2,36,44,65,110,75,47,1,1,110,1,Correct ID,1,30,1,1,0,yes
Rep2,19224,mturk,22,WhiteEuropean,4-Year College Degree (BA BS),Male,2,9,59,37,108,24,110,1,1,110,1,Correct ID,1,20,1,1,0,yes
Rep2,19225,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Male,2,25,110,43,14,26,98,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep2,19226,mturk,30,AsianIndian,4-Year College Degree (BA BS),Male,1,95,8,45,57,89,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19227,mturk,33,WhiteEuropean,2-Year College Degree (Associates),Male,1,73,7,109,44,110,42,1,1,109,0,Filler ID,NA,80,1,1,0,yes
Rep2,19229,mturk,38,AsianIndian,Masters Degree,Male,1,110,19,108,35,30,14,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep2,19230,mturk,23,AsianIndian,4-Year College Degree (BA BS),Male,3,27,4,71,2,110,100,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Rep2,19231,mturk,19,AsianIndian,High School/GED,Male,2,70,94,18,11,54,110,0,1,11,0,Filler ID,NA,10,1,1,0,yes
Rep2,19234,mturk,28,WhiteEuropean,Masters Degree,Male,3,59,84,9,66,78,110,1,1,110,1,Correct ID,1,50,1,1,0,yes
Rep2,19235,mturk,39,AsianIndian,Masters Degree,Male,2,29,110,105,5,24,99,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep2,19236,mturk,23,NR,4-Year College Degree (BA BS),Male,1,8,85,59,110,82,92,0,1,82,0,Filler ID,NA,20,1,1,0,yes
Rep2,19237,mturk,26,WhiteEuropean,2-Year College Degree (Associates),Female,2,64,23,30,28,110,86,1,1,110,1,Correct ID,1,30,1,1,0,yes
Rep2,19238,mturk,21,WhiteEuropean,High School/GED,Male,3,110,66,63,100,4,52,0,1,110,0,False ID,0,60,1,1,0,yes
Rep2,19239,mturk,18,WhiteEuropean,4-Year College Degree (BA BS),Male,3,67,65,97,51,72,110,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep2,19240,mturk,47,WhiteEuropean,Masters Degree,Male,2,44,36,87,110,108,51,1,1,108,0,Filler ID,NA,80,1,1,0,yes
Rep2,19242,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Male,1,80,110,49,31,60,92,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19243,mturk,25,AsianIndian,4-Year College Degree (BA BS),Male,2,41,76,74,108,110,52,0,1,108,0,Filler ID,NA,10,1,1,0,yes
Rep2,19246,mturk,24,NR,4-Year College Degree (BA BS),Male,1,40,110,105,21,34,28,0,1,40,0,Filler ID,NA,80,1,1,0,yes
Rep2,19247,mturk,32,BlackAfrican,4-Year College Degree (BA BS),Female,3,25,42,78,99,46,110,0,1,110,0,False ID,0,100,1,1,0,yes
Rep2,19249,mturk,29,Other,Masters Degree,Female,3,100,83,82,110,16,68,0,1,82,0,Filler ID,NA,20,1,1,0,yes
Rep2,19252,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Female,2,80,110,64,59,10,46,1,1,10,0,Filler ID,NA,40,1,1,0,yes
Rep2,19253,mturk,28,WhiteEuropean,Masters Degree,Female,1,35,71,102,110,1,103,0,1,71,0,Filler ID,NA,80,1,1,0,yes
Rep2,19254,mturk,28,WhiteEuropean,Masters Degree,Female,3,3,110,70,30,10,9,0,1,110,0,False ID,0,40,1,1,0,yes
Rep2,19256,mturk,23,BlackAfrican,Masters Degree,Male,1,67,7,90,53,103,110,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep2,19257,mturk,21,AsianIndian,2-Year College Degree (Associates),Female,3,14,73,11,54,50,110,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep2,19259,mturk,29,Other,4-Year College Degree (BA BS),Male,3,35,110,47,62,45,46,1,1,110,1,Correct ID,1,50,1,1,0,yes
Rep2,19260,mturk,37,WhiteEuropean,4-Year College Degree (BA BS),Male,2,70,37,5,110,7,98,1,0,Not present,0,Incorrect Reject,NA,100,4,0,0,no
Rep2,19261,mturk,32,BlackAfrican,4-Year College Degree (BA BS),Male,1,27,20,110,90,16,48,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19262,mturk,18,WhiteEuropean,High School/GED,Male,2,3,58,110,23,75,81,0,0,Not present,1,Correct Reject,NA,30,1,1,0,yes
Rep2,19264,mturk,26,BlackAfrican,4-Year College Degree (BA BS),Female,3,9,49,110,85,68,82,0,1,49,0,Filler ID,NA,40,1,1,0,yes
Rep2,19265,mturk,32,Native American,4-Year College Degree (BA BS),Female,1,110,69,30,57,25,64,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep2,19268,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Male,3,76,41,110,42,79,37,0,1,41,0,Filler ID,NA,70,1,1,0,yes
Rep2,19269,mturk,25,BlackAfrican,4-Year College Degree (BA BS),Female,3,98,5,79,72,110,9,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19270,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Male,1,9,32,74,104,110,83,0,1,9,0,Filler ID,NA,90,1,1,0,yes
Rep2,19271,mturk,37,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,48,35,98,93,79,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19273,mturk,20,WhiteEuropean,2-Year College Degree (Associates),Male,2,37,36,92,83,87,110,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19274,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Male,1,97,110,57,18,3,93,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep2,19275,mturk,42,WhiteEuropean,4-Year College Degree (BA BS),Female,3,42,41,110,57,22,2,1,1,110,1,Correct ID,1,40,1,1,0,yes
Rep2,19276,mturk,38,BlackAfrican,4-Year College Degree (BA BS),Male,2,90,110,100,6,10,98,0,0,Not present,1,Correct Reject,NA,20,1,1,0,yes
Rep2,19277,mturk,29,WhiteEuropean,4-Year College Degree (BA BS),Male,3,77,86,54,85,58,110,1,1,58,0,Filler ID,NA,40,1,1,0,yes
Rep2,19278,mturk,21,WhiteEuropean,Currently Attending College,Male,2,37,24,110,94,96,85,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep2,19279,mturk,26,WhiteEuropean,High School/GED,Male,2,31,72,110,39,86,17,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep2,19280,mturk,24,LatinHispanic,High School/GED,Male,3,104,59,4,69,5,110,0,1,104,0,Filler ID,NA,90,1,1,0,yes
Rep2,19281,mturk,33,Mixed Ethnicity,2-Year College Degree (Associates),Female,2,39,51,29,110,108,37,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19282,mturk,24,LatinHispanic,4-Year College Degree (BA BS),Male,2,110,28,93,42,71,18,0,1,71,0,Filler ID,NA,60,1,1,0,yes
Rep2,19283,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Male,2,53,108,31,82,110,23,0,1,108,0,Filler ID,NA,40,1,1,0,yes
Rep2,19285,mturk,31,WhiteEuropean,4-Year College Degree (BA BS),Male,2,89,86,25,110,33,55,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep2,19287,mturk,26,AsianIndian,4-Year College Degree (BA BS),Female,3,21,110,96,100,82,37,1,1,37,0,Filler ID,NA,40,1,1,0,yes
Rep2,19289,mturk,20,LatinHispanic,Currently Attending College,Female,1,92,110,95,18,56,8,0,1,18,0,Filler ID,NA,70,1,1,0,yes
Rep2,19290,mturk,63,WhiteEuropean,High School/GED,Female,3,58,39,62,52,110,50,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19291,mturk,20,WhiteEuropean,2-Year College Degree (Associates),Male,3,4,60,83,95,85,110,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep2,19292,mturk,20,WhiteEuropean,Currently Attending College,Male,2,86,80,68,79,11,110,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep2,19294,mturk,18,WhiteEuropean,High School/GED,Female,1,86,22,56,34,110,109,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep2,19295,mturk,45,WhiteEuropean,4-Year College Degree (BA BS),Male,3,82,110,65,24,80,5,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep2,19296,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Male,2,63,91,8,70,110,72,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19297,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,62,81,84,82,17,0,1,82,0,Filler ID,NA,90,1,1,0,yes
Rep2,19298,mturk,26,Native American,4-Year College Degree (BA BS),Male,1,41,28,107,16,110,106,1,1,41,0,Filler ID,NA,90,1,1,0,yes
Rep2,19299,mturk,31,WhiteEuropean,2-Year College Degree (Associates),Male,1,43,1,110,39,65,28,0,1,28,0,Filler ID,NA,50,1,1,0,yes
Rep2,19300,mturk,21,WhiteEuropean,Currently Attending College,Male,3,5,21,88,110,50,90,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep2,19301,mturk,32,BlackAfrican,Masters Degree,Male,3,33,110,6,45,68,11,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep2,19303,mturk,27,WhiteEuropean,Masters Degree,Male,1,53,62,90,104,74,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19304,mturk,71,AsianIndian,4-Year College Degree (BA BS),Male,1,67,105,93,110,42,74,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19305,mturk,20,WhiteEuropean,High School/GED,Male,3,110,88,101,58,47,80,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep2,19306,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Male,1,70,96,95,9,110,91,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19309,mturk,29,Native American,4-Year College Degree (BA BS),Male,3,56,42,90,110,45,76,1,0,Not present,0,Incorrect Reject,NA,0,1,1,0,yes
Rep2,19310,mturk,40,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,35,84,7,79,2,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19311,mturk,49,BlackAfrican,2-Year College Degree (Associates),Female,2,110,1,90,104,56,55,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19312,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Female,1,29,51,19,110,7,50,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep2,19314,mturk,33,AsianIndian,Doctoral Degree,Female,2,70,110,54,16,98,21,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep2,19315,mturk,49,WhiteEuropean,High School/GED,Female,2,22,3,110,33,54,69,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep2,19317,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,2,9,48,72,110,83,94,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19318,mturk,23,WhiteEuropean,2-Year College Degree (Associates),Male,1,48,67,110,81,72,4,0,1,48,0,Filler ID,NA,40,1,1,0,yes
Rep2,19319,mturk,30,BlackAfrican,4-Year College Degree (BA BS),Male,2,110,63,53,52,72,33,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19320,mturk,29,AsianIndian,4-Year College Degree (BA BS),Male,3,72,92,12,66,45,110,0,1,66,0,Filler ID,NA,30,1,1,0,yes
Rep2,19321,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,1,49,110,39,74,18,23,1,1,18,0,Filler ID,NA,90,1,1,0,yes
Rep2,19322,mturk,24,WhiteEuropean,High School/GED,Female,2,110,83,64,75,87,2,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep2,19323,mturk,49,BlackAfrican,4-Year College Degree (BA BS),Female,2,41,44,110,25,81,14,0,1,41,0,Filler ID,NA,70,1,1,0,yes
Rep2,19325,mturk,36,WhiteEuropean,4-Year College Degree (BA BS),Female,2,106,80,96,31,100,110,0,1,106,0,Filler ID,NA,70,1,1,0,yes
Rep2,19326,mturk,20,WhiteEuropean,Currently Attending College,Female,2,50,64,13,61,110,21,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19328,mturk,26,BlackAfrican,Currently Attending College,Female,1,64,23,38,80,110,40,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep2,19329,mturk,38,LatinHispanic,4-Year College Degree (BA BS),Female,2,13,82,81,110,37,51,0,1,82,0,Filler ID,NA,70,1,1,0,yes
Rep2,19332,mturk,50,BlackAfrican,4-Year College Degree (BA BS),Female,2,48,110,46,62,105,99,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep2,19334,mturk,29,WhiteEuropean,Masters Degree,Female,2,22,60,98,110,10,28,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep2,19335,mturk,24,LatinHispanic,4-Year College Degree (BA BS),Female,2,24,45,95,97,28,110,1,0,Not present,0,Incorrect Reject,NA,10,1,1,0,yes
Rep2,19340,mturk,38,Other,4-Year College Degree (BA BS),Female,2,110,78,49,54,48,10,0,1,48,0,Filler ID,NA,90,1,1,0,yes
Rep2,19341,mturk,59,NR,Masters Degree,Female,3,110,27,23,77,22,71,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19342,mturk,66,WhiteEuropean,Masters Degree,Female,1,27,31,103,5,110,75,0,1,5,0,Filler ID,NA,90,1,1,0,yes
Rep2,19343,mturk,32,AsianIndian,2-Year College Degree (Associates),Female,1,110,89,103,27,39,97,0,1,110,0,False ID,0,50,1,1,0,yes
Rep2,19344,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,1,99,30,5,110,104,95,0,1,99,0,Filler ID,NA,50,1,1,0,yes
Rep2,19345,mturk,32,AsianIndian,2-Year College Degree (Associates),Male,2,110,50,67,69,48,92,0,1,92,0,Filler ID,NA,50,1,1,0,yes
Rep2,19346,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,2,75,64,65,110,102,3,0,1,64,0,Filler ID,NA,50,1,1,0,yes
Rep2,19347,mturk,30,LatinHispanic,4-Year College Degree (BA BS),Female,2,103,17,7,89,110,13,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep2,19348,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,1,9,26,68,33,10,110,1,1,9,0,Filler ID,NA,50,1,1,0,yes
Rep2,19349,mturk,56,WhiteEuropean,2-Year College Degree (Associates),Male,2,80,101,94,61,104,110,0,0,Not present,1,Correct Reject,NA,20,1,1,0,yes
Rep2,19351,mturk,32,AsianIndian,2-Year College Degree (Associates),Male,1,99,22,110,74,87,16,0,1,99,0,Filler ID,NA,50,1,1,0,yes
Rep2,19354,mturk,45,Mixed Ethnicity,High School/GED,Female,3,110,60,23,90,35,77,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep2,19355,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,3,84,51,27,23,97,110,0,1,23,0,Filler ID,NA,50,1,1,0,yes
Rep2,19356,mturk,32,AsianIndian,Masters Degree,Female,1,40,86,110,85,33,90,0,1,40,0,Filler ID,NA,50,1,1,0,yes
Rep2,19357,mturk,27,BlackAfrican,4-Year College Degree (BA BS),Male,1,70,4,110,30,64,21,0,1,4,0,Filler ID,NA,100,1,1,0,yes
Rep2,19359,mturk,37,WhiteEuropean,4-Year College Degree (BA BS),Female,3,48,110,83,57,78,29,1,1,110,1,Correct ID,1,40,1,1,0,yes
Rep2,19360,mturk,65,NR,Professional Degree (MD JD),Male,2,48,2,37,55,88,110,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19361,mturk,38,WhiteEuropean,4-Year College Degree (BA BS),Female,1,34,17,97,96,110,21,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep2,19362,mturk,40,WhiteEuropean,4-Year College Degree (BA BS),Female,1,39,110,60,8,75,9,1,1,8,0,Filler ID,NA,80,1,1,0,yes
Rep2,19364,mturk,33,WhiteEuropean,High School/GED,Female,2,69,3,78,89,64,110,1,1,110,1,Correct ID,1,40,1,1,0,yes
Rep2,19365,mturk,39,AsianIndian,4-Year College Degree (BA BS),Male,2,46,44,6,18,63,110,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep2,19366,mturk,30,Other,Currently Attending College,Female,2,47,9,110,40,1,98,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep2,19369,mturk,32,AsianIndian,2-Year College Degree (Associates),Male,3,57,110,36,66,60,102,0,1,102,0,Filler ID,NA,50,1,1,0,yes
Rep2,19372,mturk,36,WhiteEuropean,4-Year College Degree (BA BS),Female,2,5,40,25,110,62,80,0,0,Not present,1,Correct Reject,NA,20,1,1,0,yes
Rep2,19373,mturk,65,WhiteEuropean,Doctoral Degree,Female,1,101,105,48,110,49,76,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Rep2,19374,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Female,2,37,24,13,65,110,40,0,1,13,0,Filler ID,NA,80,1,1,0,yes
Rep2,19376,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Female,2,85,43,110,5,59,77,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep2,19378,mturk,57,WhiteEuropean,4-Year College Degree (BA BS),Female,3,36,62,110,41,97,6,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep2,19379,mturk,60,WhiteEuropean,4-Year College Degree (BA BS),Male,3,88,27,35,1,76,110,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep2,19380,mturk,26,WhiteEuropean,Currently Attending College,Male,1,8,110,78,85,56,46,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep2,19381,mturk,65,WhiteEuropean,2-Year College Degree (Associates),Female,1,34,110,82,1,26,56,0,1,82,0,Filler ID,NA,50,1,1,0,yes
Rep2,19383,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Female,2,79,55,63,74,30,110,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19384,mturk,32,LatinHispanic,4-Year College Degree (BA BS),Female,2,18,17,34,13,5,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19385,mturk,49,WhiteEuropean,2-Year College Degree (Associates),Male,2,45,91,90,110,62,96,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep2,19387,mturk,21,WhiteEuropean,2-Year College Degree (Associates),Male,1,22,110,55,12,49,98,0,1,22,0,Filler ID,NA,0,1,1,0,yes
Rep2,19388,mturk,25,LatinHispanic,2-Year College Degree (Associates),Female,2,110,14,30,60,46,53,1,0,Not present,0,Incorrect Reject,NA,10,1,1,0,yes
Rep2,19390,mturk,16,AsianIndian,Less than High School,Male,1,44,79,5,110,30,64,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep2,19391,mturk,33,LatinHispanic,Masters Degree,Female,1,99,110,18,49,17,82,1,1,18,0,Filler ID,NA,50,1,1,0,yes
Rep2,19392,mturk,62,LatinHispanic,4-Year College Degree (BA BS),Male,3,53,110,16,86,55,18,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep2,19393,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Male,2,72,94,35,71,110,95,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep2,19394,mturk,27,NR,Masters Degree,Female,3,20,104,71,36,110,45,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep2,19395,mturk,46,BlackAfrican,Doctoral Degree,Male,3,9,58,110,32,63,47,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep2,19396,mturk,41,WhiteEuropean,Doctoral Degree,Male,2,110,77,43,27,86,4,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep2,19397,mturk,28,LatinHispanic,2-Year College Degree (Associates),Female,2,59,110,5,39,81,68,0,1,59,0,Filler ID,NA,50,1,1,0,yes
Rep2,19399,mturk,18,WhiteEuropean,High School/GED,Male,1,79,110,73,74,28,59,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep2,19401,mturk,25,WhiteEuropean,Professional Degree (MD JD),Female,2,45,94,62,110,96,38,0,1,45,0,Filler ID,NA,60,1,1,0,yes
Rep2,19402,mturk,18,LatinHispanic,High School/GED,Female,3,77,110,106,5,104,64,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep2,19404,mturk,22,WhiteEuropean,Currently Attending College,Male,2,54,110,101,65,11,37,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
